mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive
clean_reference,0.0,0.003744495835135919,0.003744495835135919,0.003744495835135919,0.003744495835135919,1.0
conflict_curve,0.0,,,,,0.0
conflict_curve,0.05,,,,,0.0
conflict_curve,0.1,,,,,0.0
conflict_curve,0.25,0.4118181818181818,0.5,-0.09090909090909094,0.7727272727272727,0.865
conflict_curve,0.5,0.298375,0.3,0.05000000000000002,0.55,0.99
conflict_curve,0.75,0.16222222222222224,0.16666666666666669,0.018518518518518517,0.2777777777777778,0.983
conflict_curve,observed,,,,,0.0
leakage_curve,0.0,0.003457008244994121,0.0010797016097369716,-0.1469130349430704,0.17157930899096974,0.507
leakage_curve,0.05,-0.005292375886524823,-0.004875886524822681,-0.14609929078014172,0.12907801418439702,0.478
leakage_curve,0.1,-0.006342375886524825,-0.006028368794326278,-0.14752216312056726,0.13285017730496446,0.47
leakage_curve,0.25,-0.01609343971631206,-0.01524822695035466,-0.14898936170212765,0.10569592198581557,0.41
leakage_curve,0.5,-0.04634556737588652,-0.044414893617021334,-0.16330673758865244,0.06082003546099295,0.213
leakage_curve,0.75,-0.07182624113475178,-0.061790780141844026,-0.14522163120567366,-0.011879432624113506,0.019
leakage_curve,observed,0.00032819148936170386,0.0016843971631205212,-0.16277039007092198,0.16439716312056743,0.509
observed_composition,observed,0.007815390307066017,0.007815390307066017,0.007815390307066017,0.007815390307066017,1.0
random_matched_control,0.0,0.00681347517730497,0.006471631205673789,-0.14540780141843954,0.16511968085106382,0.268
random_matched_control,0.05,0.00840744680851064,0.0063829787234042645,-0.15124113475177303,0.1705718085106383,0.264
random_matched_control,0.1,0.01248457446808511,0.009663120567375894,-0.13441489361702139,0.1686214539007092,0.2745
random_matched_control,0.25,0.005668794326241135,0.0027482269503545376,-0.14184840425531914,0.16762854609929068,0.2565
random_matched_control,0.5,0.006788120567375888,0.005762411347517704,-0.13867464539007082,0.1569680851063829,0.261
random_matched_control,0.75,0.008499822695035466,0.0069148936170213005,-0.13833776595744685,0.16207890070921982,0.269
random_matched_control,observed,0.008158156028368795,0.004875886524822681,-0.1349512411347518,0.16670656028368797,0.2615
