group_type,group,n,total_advantage,mean_advantage,fraction_of_total_positive_advantage
audit_group,audit_clean,3788,109.93729950851097,0.029022518349659708,0.7664779071515969
audit_group,exact_leak,86,-0.524891610118967,-0.006103390815336826,0.00044672208969677375
audit_group,label_conflict,9,31.554596907594878,3.5060663230660976,0.11707970464182331
audit_group,near_train_analogue,133,-0.5830832228777159,-0.004384084382539217,0.010875892950799763
audit_group,same_scaffold,95,26.745872680656056,0.28153550190164267,0.1051197731660832
clean_vs_nonclean,audit_clean,3788,109.93729950851097,0.029022518349659708,0.7664779071515969
clean_vs_nonclean,nonclean,323,57.19249475525425,0.17706654722988932,0.23352209284840308
max_train_tanimoto_bin,"[0, 0.4)",1178,52.020953717481675,0.044160402137081216,0.28561835375596495
max_train_tanimoto_bin,"[0.4, 0.6)",1697,13.0038257719646,0.007662831922194815,0.1822735071056309
max_train_tanimoto_bin,"[0.6, 0.8)",923,46.39640017715931,0.05026695577157021,0.2947772317682834
max_train_tanimoto_bin,"[0.8, 0.9)",124,25.554888262298117,0.2060878085669203,0.11329621156060764
max_train_tanimoto_bin,"[0.9, 1.0]",189,30.153726334861513,0.15954352558127785,0.12403469580951294
