mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
conflict_curve,0.0,,,,
conflict_curve,0.05,,,,
conflict_curve,0.1,,,,
conflict_curve,0.25,0.14844384455272902,0.2,-0.5520524474738833,0.7877263614433762
conflict_curve,0.5,0.22515344485144123,0.2148344622118299,-0.29814239699997197,0.6900655593423543
conflict_curve,0.75,0.28977872208173133,0.27602622373694163,0.0,0.6
conflict_curve,observed,,,,
leakage_curve,0.0,0.39362815938104695,0.4666666666666666,-0.4666666666666666,0.8666666666666666
leakage_curve,0.05,0.4009743015729748,0.4666666666666666,-0.4666666666666666,0.8666666666666666
leakage_curve,0.1,0.4302000807098361,0.4666666666666666,-0.3333333333333333,0.9999999999999999
leakage_curve,0.25,0.41040706002272076,0.4666666666666666,-0.3333333333333333,0.8666666666666666
leakage_curve,0.5,0.43182109935832613,0.4666666666666666,-0.2,0.8666666666666666
leakage_curve,0.75,0.4929813615956956,0.4666666666666666,0.06666666666666665,0.7333333333333333
leakage_curve,observed,0.4145778315843352,0.4666666666666666,-0.3333333333333333,0.8691522945769801
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.4030175693469658,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.05,0.4132117398012559,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.1,0.3991368633446937,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.25,0.4190889157921676,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.5,0.425405910255546,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.75,0.41368776602499285,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,observed,0.4209684720272649,0.4666666666666666,-0.3333333333333333,0.8666666666666666
