mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive
clean_reference,0.0,0.2645298318431627,0.2645298318431626,0.2645298318431626,0.2645298318431626,1.0
leakage_curve,0.0,0.24136966055304168,0.28507922207839553,-0.23869006210266516,0.6196862129781926,0.802
leakage_curve,0.05,0.26892721441911294,0.3007868263113931,-0.2526999102983536,0.6365956234501787,0.856
leakage_curve,0.1,0.28929853820776247,0.31825546760503065,-0.2058125723156502,0.6276101147711088,0.881
leakage_curve,0.25,0.1653805951814792,0.17845449204118835,-0.3326729094140938,0.6073482973104875,0.718
leakage_curve,0.5,0.1979818555400905,0.19701846048812288,-0.31604393346619636,0.6087728315126293,0.757
leakage_curve,0.75,0.07483786574808479,0.06146655528371747,-0.4707419782026058,0.5667959725862519,0.602
leakage_curve,observed,0.25776988260037864,0.29815588632478196,-0.247230065905764,0.6408427161759407,0.819
observed_composition,observed,0.32438354714362116,0.32438354714362116,0.32438354714362116,0.32438354714362116,1.0
random_matched_control,0.0,0.31827750337841143,0.3397294688430228,-0.2299995899814547,0.796785718647594,0.859
random_matched_control,0.05,0.32337155457719724,0.34664009139758434,-0.26180702490843305,0.7992415289837845,0.848
random_matched_control,0.1,0.3225251075925304,0.3502450010718099,-0.2342719394564881,0.8101298462007271,0.853
random_matched_control,0.25,0.3185992226085114,0.34380644165657814,-0.24187056487818134,0.8145543160403931,0.853
random_matched_control,0.5,0.32137337758620044,0.340836997546549,-0.22111571165352595,0.787908697670017,0.875
random_matched_control,0.75,0.3255730143104275,0.3482196489378011,-0.2420087214120864,0.8110907456146201,0.871
random_matched_control,observed,0.333744480397237,0.35926955349028555,-0.2250272432277414,0.8055096213744912,0.864
