group_type,group,n,total_advantage,mean_advantage,fraction_of_total_positive_advantage
audit_group,audit_clean,30,29.935747772565485,0.9978582590855162,0.5168715707956154
audit_group,near_train_analogue,10,-1.154762118038773,-0.11547621180387731,0.0002991522289661493
audit_group,same_scaffold,25,37.207688711962305,1.4883075484784922,0.48282927697541844
clean_vs_nonclean,audit_clean,30,29.935747772565485,0.9978582590855162,0.5168715707956154
clean_vs_nonclean,nonclean,35,36.05292659392354,1.030083616969244,0.4831284292043846
max_train_tanimoto_bin,"[0, 0.4)",14,48.95357254256664,3.4966837530404744,0.5288761701842485
max_train_tanimoto_bin,"[0.4, 0.6)",27,11.949079138722375,0.4425584866193472,0.3756504106488426
max_train_tanimoto_bin,"[0.6, 0.8)",14,6.240784803238759,0.4457703430884828,0.09517426693794293
max_train_tanimoto_bin,"[0.8, 0.9)",3,-0.14152804618269899,-0.047176015394232995,3.0285738098076218e-05
max_train_tanimoto_bin,"[0.9, 1.0]",7,-1.013234071856074,-0.1447477245508677,0.00026886649086807306
