smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
O=c1[nH]c2cc3c(cc2cc1CN(CCCO)Cc1nnnn1Cc1ccc(F)cc1)OCO3,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C23H23FN6O4/c24-18-4-2-15(3-5-18)11-30-22(26-27-28-30)13-29(6-1-7-31)12-17-8-16-9-20-21(34-14-33-20)10-19(16)25-23(17)32/h2-5,8-10,31H,1,6-7,11-14H2,(H,25,32)",1,0,train
CC(=O)N(c1ccc2oc(=O)sc2c1)S(=O)(=O)c1cccs1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C13H9NO5S3/c1-8(15)14(22(17,18)12-3-2-6-20-12)9-4-5-10-11(7-9)21-13(16)19-10/h2-7H,1H3",1,1,train
CC(=O)Nc1cccc(NC(=O)C2CCCN2C(=O)Nc2ccccc2C)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C21H24N4O3/c1-14-7-3-4-10-18(14)24-21(28)25-12-6-11-19(25)20(27)23-17-9-5-8-16(13-17)22-15(2)26/h3-5,7-10,13,19H,6,11-12H2,1-2H3,(H,22,26)(H,23,27)(H,24,28)",0,2,train
CCC(c1nnnn1CC1CCCO1)N(CCN1CCOCC1)Cc1cc2cc(C)ccc2[nH]c1=O,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C26H37N7O3/c1-3-24(25-28-29-30-33(25)18-22-5-4-12-36-22)32(9-8-31-10-13-35-14-11-31)17-21-16-20-15-19(2)6-7-23(20)27-26(21)34/h6-7,15-16,22,24H,3-5,8-14,17-18H2,1-2H3,(H,27,34)",1,3,train
N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C21H22Cl2N4O2.BrH/c22-16-6-5-15(13-17(16)23)20(28)14-27-19-4-2-1-3-18(19)26(21(27)24)8-7-25-9-11-29-12-10-25;/h1-6,13,24H,7-12,14H2;1H",0,4,train
COc1ccc(C(=O)C2C(=O)C(=O)N(CCCC(=O)O)C2c2ccc(OC)cc2)cc1,True,"beta-keto/anhydride, diketo group",2,"InChI=1S/C23H23NO7/c1-30-16-9-5-14(6-10-16)20-19(21(27)15-7-11-17(31-2)12-8-15)22(28)23(29)24(20)13-3-4-18(25)26/h5-12,20,27H,3-4,13H2,1-2H3,(H,25,26)/b21-19-",0,5,train
Cc1ccc2c(c1)nnn2C1CCN(S(=O)(=O)c2ccc(C(=O)N3C(C)CCCC3C)cc2)CC1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C26H33N5O3S/c1-18-7-12-25-24(17-18)27-28-31(25)22-13-15-29(16-14-22)35(33,34)23-10-8-21(9-11-23)26(32)30-19(2)5-4-6-20(30)3/h7-12,17,19-20,22H,4-6,13-16H2,1-3H3",1,6,train
NC(=NO)C1COc2ccccc2O1,True,"imine, imine, oxime, Oxygen-nitrogen single bond",4,"InChI=1S/C9H10N2O3.ClH/c10-9(11-12)8-5-13-6-3-1-2-4-7(6)14-8;/h1-4,8,12H,5H2,(H2,10,11);1H",0,7,train
CC(C)(C)NC(=O)CSc1nnc(Cc2ccc3c(c2)OCO3)n1C1CCCCC1,True,(),0,"InChI=1S/C22H30N4O3S/c1-22(2,3)23-20(27)13-30-21-25-24-19(26(21)16-7-5-4-6-8-16)12-15-9-10-17-18(11-15)29-14-28-17/h9-11,16H,4-8,12-14H2,1-3H3,(H,23,27)",1,8,train
CCOC(=O)CSC1=C(C#N)C(C)C2C(=O)CCCC2=N1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C15H18N2O3S/c1-3-20-13(19)8-21-15-10(7-16)9(2)14-11(17-15)5-4-6-12(14)18/h9,17H,3-6,8H2,1-2H3",0,9,train
