metric,group,label,count,fraction,value
rows_total,,,664,1.0,664.0
rows_train,train,,464,0.6987951807228916,464.0
rows_valid,valid,,67,0.10090361445783133,67.0
rows_test,test,,133,0.2003012048192771,133.0
valid_molecules,,,664,1.0,664.0
test_label_conflicts,,,0,0.0,0.0
exact_test_leaks,,,0,0.0,0.0
near_train_analogues,,,4,0.03007518796992481,4.0
same_scaffold_test_molecules,,,49,0.3684210526315789,49.0
audit_clean_test_molecules,,,83,0.6240601503759399,83.0
audit_group_count,audit_clean,,83,0.6240601503759399,83.0
audit_group_count,same_scaffold,,46,0.3458646616541353,46.0
audit_group_count,near_train_analogue,,4,0.03007518796992481,4.0
label_distribution_by_audit_group,audit_clean,0.0,68,0.8192771084337349,68.0
label_distribution_by_audit_group,audit_clean,1.0,15,0.18072289156626506,15.0
label_distribution_by_audit_group,near_train_analogue,0.0,4,1.0,4.0
label_distribution_by_audit_group,same_scaffold,0.0,30,0.6521739130434783,30.0
label_distribution_by_audit_group,same_scaffold,1.0,16,0.34782608695652173,16.0
