group_type,group,n,total_advantage,mean_advantage,fraction_of_total_positive_advantage
audit_group,audit_clean,119,1.7344698032367423,0.01457537649778775,0.855421807555403
audit_group,exact_leak,3,0.25097708989819656,0.08365902996606552,0.012383558608906244
audit_group,near_train_analogue,26,-5.284983835295575,-0.20326860904982982,0.13219463383569063
audit_group,same_scaffold,1,-0.056180566722007344,-0.056180566722007344,0.0
clean_vs_nonclean,audit_clean,119,1.7344698032367423,0.01457537649778775,0.855421807555403
clean_vs_nonclean,nonclean,30,-5.090187312119387,-0.16967291040397955,0.1445781924445969
max_train_tanimoto_bin,"[0, 0.4)",6,-0.9185033635748017,-0.1530838939291336,0.05850043848477567
max_train_tanimoto_bin,"[0.4, 0.6)",23,2.761279196005612,0.12005561721763529,0.1982268676997368
max_train_tanimoto_bin,"[0.6, 0.8)",70,-1.2376832233970174,-0.017681188905671677,0.4686900920979671
max_train_tanimoto_bin,"[0.8, 0.9)",32,-0.5647313094454085,-0.017647853420169016,0.17781585666664537
max_train_tanimoto_bin,"[0.9, 1.0]",18,-3.396078808471027,-0.18867104491505707,0.096766745050875
