mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
leakage_curve,0.0,0.7941333333333332,0.8666666666666666,0.4666666666666666,0.9999999999999999
leakage_curve,0.05,0.7729333333333331,0.8666666666666666,0.3333333333333333,0.9999999999999999
leakage_curve,0.1,0.7716,0.8666666666666666,0.3333333333333333,0.9999999999999999
leakage_curve,0.25,0.7287999999999999,0.7333333333333333,0.2,0.9999999999999999
leakage_curve,0.5,0.6453333333333332,0.7333333333333333,-0.06666666666666665,0.9999999999999999
leakage_curve,0.75,0.4077333333333332,0.4666666666666666,-0.2,0.9999999999999999
leakage_curve,observed,0.7763999999999999,0.8666666666666666,0.3333333333333333,0.9999999999999999
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.7295999999999999,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.05,0.7271999999999998,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.1,0.7197333333333331,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.25,0.7237333333333332,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.5,0.7250666666666666,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.75,0.7246666666666666,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,observed,0.7190666666666666,0.7333333333333333,0.2,0.9999999999999999
