mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.8666666666666667,0.8666666666666666,0.8666666666666666,0.8666666666666666
leakage_curve,0.0,0.7725333333333332,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.05,0.7593333333333333,0.7333333333333333,0.4633333333333335,0.9999999999999999
leakage_curve,0.1,0.7509333333333331,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.25,0.7317333333333332,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.5,0.6929333333333332,0.7333333333333333,0.2,0.9999999999999999
leakage_curve,0.75,0.6314666666666665,0.6,0.2,0.8666666666666666
leakage_curve,observed,0.7434666666666665,0.7333333333333333,0.4633333333333335,0.9999999999999999
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.6662666666666666,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.05,0.6741333333333333,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.1,0.6835999999999999,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.25,0.6831999999999998,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.5,0.6721333333333332,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,0.75,0.6751999999999999,0.7333333333333333,0.2,0.9999999999999999
random_matched_control,observed,0.6798666666666665,0.7333333333333333,0.2,0.9999999999999999
