metric,group,label,count,fraction,value
rows_total,,,4200,1.0,4200.0
rows_train,train,,3360,0.8,3360.0
rows_valid,valid,,420,0.1,420.0
rows_test,test,,420,0.1,420.0
valid_molecules,,,4200,1.0,4200.0
test_label_conflicts,,,0,0.0,0.0
exact_test_leaks,,,3,0.007142857142857143,3.0
near_train_analogues,,,50,0.11904761904761904,50.0
same_scaffold_test_molecules,,,222,0.5285714285714286,222.0
audit_clean_test_molecules,,,185,0.44047619047619047,185.0
audit_group_count,same_scaffold,,185,0.44047619047619047,185.0
audit_group_count,audit_clean,,185,0.44047619047619047,185.0
audit_group_count,near_train_analogue,,47,0.11190476190476191,47.0
audit_group_count,exact_leak,,3,0.007142857142857143,3.0
label_distribution_by_audit_group,audit_clean,-1.08,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.9,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.62,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.45,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.41,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.38,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.2,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.12,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.1,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,-0.04,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.01,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.02,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.31,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.36,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.4,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.44,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.54,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.59,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.6,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.68,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.69,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.77,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.84,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.85,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.87,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.89,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,0.91,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,0.99,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.0,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.03,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.07,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.1,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.13,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.23,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.29,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.33,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,1.34,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.37,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.4,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.44,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.45,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.47,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.5,3,0.016216216216216217,3.0
label_distribution_by_audit_group,audit_clean,1.52,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.55,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.59,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.6,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,1.61,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.68,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.72,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.74,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.75,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,1.78,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,1.8,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.82,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.84,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.85,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.87,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,1.91,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,1.92,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.0,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,2.04,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.05,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.07,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.08,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.1,3,0.016216216216216217,3.0
label_distribution_by_audit_group,audit_clean,2.12,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.13,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.14,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.15,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.18,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.21,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.22,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.23,3,0.016216216216216217,3.0
label_distribution_by_audit_group,audit_clean,2.27,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.29,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.3,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,2.34,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.35,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.36,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.4,3,0.016216216216216217,3.0
label_distribution_by_audit_group,audit_clean,2.42,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.45,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.47,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.49,1,0.005405405405405406,1.0
label_distribution_by_audit_group,audit_clean,2.5,4,0.021621621621621623,4.0
label_distribution_by_audit_group,audit_clean,2.61,2,0.010810810810810811,2.0
label_distribution_by_audit_group,audit_clean,2.62,1,0.005405405405405406,1.0
