metric,group,label,count,fraction,value
rows_total,,,12324,1.0,12324.0
rows_train,train,,8627,0.7000162284972412,8627.0
rows_valid,valid,,1233,0.10004868549172347,1233.0
rows_test,test,,2464,0.19993508601103538,2464.0
valid_molecules,,,12324,1.0,12324.0
test_label_conflicts,,,0,0.0,0.0
exact_test_leaks,,,22,0.008928571428571428,22.0
near_train_analogues,,,180,0.07305194805194805,180.0
same_scaffold_test_molecules,,,1046,0.424512987012987,1046.0
audit_clean_test_molecules,,,1363,0.5531655844155844,1363.0
audit_group_count,audit_clean,,1363,0.5531655844155844,1363.0
audit_group_count,same_scaffold,,921,0.3737824675324675,921.0
audit_group_count,near_train_analogue,,158,0.06412337662337662,158.0
audit_group_count,exact_leak,,22,0.008928571428571428,22.0
label_distribution_by_audit_group,audit_clean,0.0,779,0.5715333822450477,779.0
label_distribution_by_audit_group,audit_clean,1.0,584,0.4284666177549523,584.0
label_distribution_by_audit_group,exact_leak,0.0,21,0.9545454545454546,21.0
label_distribution_by_audit_group,exact_leak,1.0,1,0.045454545454545456,1.0
label_distribution_by_audit_group,near_train_analogue,0.0,64,0.4050632911392405,64.0
label_distribution_by_audit_group,near_train_analogue,1.0,94,0.5949367088607594,94.0
label_distribution_by_audit_group,same_scaffold,0.0,584,0.6340933767643865,584.0
label_distribution_by_audit_group,same_scaffold,1.0,337,0.36590662323561346,337.0
