metric,group,label,count,fraction,value
rows_total,,,12659,1.0,12659.0
rows_train,train,,8862,0.7000552966269058,8862.0
rows_valid,valid,,1266,0.1000078995181294,1266.0
rows_test,test,,2531,0.19993680385496485,2531.0
valid_molecules,,,12659,1.0,12659.0
test_label_conflicts,,,3,0.001185302252074279,3.0
exact_test_leaks,,,23,0.009087317265902806,23.0
near_train_analogues,,,214,0.08455156064796523,214.0
same_scaffold_test_molecules,,,1139,0.45001975503753455,1139.0
audit_clean_test_molecules,,,1341,0.5298301066772027,1341.0
audit_group_count,audit_clean,,1341,0.5298301066772027,1341.0
audit_group_count,same_scaffold,,975,0.38522323192414065,975.0
audit_group_count,near_train_analogue,,191,0.07546424338206242,191.0
audit_group_count,exact_leak,,21,0.008297115764519953,21.0
audit_group_count,label_conflict,,3,0.001185302252074279,3.0
label_distribution_by_audit_group,audit_clean,0.0,615,0.45861297539149887,615.0
label_distribution_by_audit_group,audit_clean,1.0,726,0.5413870246085011,726.0
label_distribution_by_audit_group,exact_leak,0.0,21,1.0,21.0
label_distribution_by_audit_group,label_conflict,0.0,1,0.3333333333333333,1.0
label_distribution_by_audit_group,label_conflict,1.0,2,0.6666666666666666,2.0
label_distribution_by_audit_group,near_train_analogue,0.0,138,0.7225130890052356,138.0
label_distribution_by_audit_group,near_train_analogue,1.0,53,0.2774869109947644,53.0
label_distribution_by_audit_group,same_scaffold,0.0,595,0.6102564102564103,595.0
label_distribution_by_audit_group,same_scaffold,1.0,380,0.38974358974358975,380.0
